R,n,d,cn,avg_l1
1,1000,40,300,0.9007404761904761
2,1000,40,300,0.9328904761904762
4,1000,40,300,0.9537333333333333
8,1000,40,300,0.9678547619047619
16,1000,40,300,0.9783928571428572
32,1000,40,300,0.9859571428571429
64,1000,40,300,0.9918047619047619
128,1000,40,300,0.9960595238095239
