R,n,d,cn,avg_l1
1,1000,4,300,0.5489999999999999
2,1000,4,300,0.5311428571428571
4,1000,4,300,0.5883809523809523
8,1000,4,300,0.7057619047619048
16,1000,4,300,0.7926666666666667
32,1000,4,300,0.8714285714285714
64,1000,4,300,0.943
128,1000,4,300,0.9631428571428572
