R,n,d,cn,avg_l1
1,100,32,30,0.8795238095238095
2,100,32,30,0.916577380952381
4,100,32,30,0.9455654761904762
8,100,32,30,0.9624107142857142
16,100,32,30,0.9745833333333334
32,100,32,30,0.9844345238095238
64,100,32,30,0.9906845238095238
128,100,32,30,0.9953273809523809
