R,n,d,cn,avg_l1
1,100,4,3,0.5807560137457044
2,100,4,3,0.5962199312714777
4,100,4,3,0.61340206185567
8,100,4,3,0.6422680412371133
16,100,4,3,0.6986254295532646
32,100,4,3,0.747422680412371
64,100,4,3,0.7646048109965636
128,100,4,3,0.7872852233676977
256,100,4,3,0.8213058419243987
512,100,4,3,0.8865979381443299
1024,100,4,3,0.8948453608247423
