R,n,d,cn,avg_l1
1,100,1,10,0.16
5,100,1,10,0.3333333333333333
10,100,1,10,0.4666666666666667
20,100,1,10,0.76
40,100,1,10,0.8
100,100,1,10,0.9866666666666667
200,100,1,10,0.9866666666666667
